Trajectories
100
,,s02:LKNM,,,s02:RKNM,,,s02:LMED,,,s02:RMED,,,s02:LASI,,,s02:RASI,,,s02:LPSI,,,s02:RPSI,,,s02:LTHI,,,s02:LKNE,,,s02:LTIB,,,s02:LANK,,,s02:LHEE,,,s02:LTOE,,,s02:RTHI,,,s02:RKNE,,,s02:RTIB,,,s02:RANK,,,s02:RHEE,,,s02:RTOE,,,s02:RKNEM,,,s02:LKNEM,,,s02:LANKM,,,s02:RANKM,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
69,0,-471.495758,259.721130,482.022217,-466.993622,383.543488,473.908295,-436.385376,195.974457,100.351067,-412.208008,441.454041,102.832802,-556.367126,191.062256,1017.015686,-547.565186,433.745209,1013.687866,-376.832367,253.753067,1072.820923,-368.449097,349.710449,1075.462280,-487.915771,142.028381,703.914795,-479.756104,155.407013,515.791870,-441.319702,120.822601,325.059052,-414.423370,116.861542,102.057365,-355.616455,148.364975,51.468876,-598.161560,144.426559,47.521450,-457.523041,505.231140,779.661987,-465.018890,485.997070,509.438049,-411.741577,519.597046,358.811584,-393.309875,520.833130,99.458000,-334.438080,482.099670,52.896973,-579.050049,505.491425,48.290302,,,,,,,,,,,,
70,0,-471.492432,259.726685,482.045685,-466.987213,383.544037,473.896210,-436.381348,195.975601,100.344940,-412.239136,441.450287,102.834625,-556.361267,191.061783,1017.014404,-547.544678,433.749634,1013.693481,-376.843292,253.742752,1072.816772,-368.440582,349.678619,1075.453369,-487.899384,141.997528,703.921326,-479.718170,155.372070,515.793884,-441.318024,120.806091,325.059723,-414.427643,116.862419,102.049217,-355.616974,148.356537,51.469360,-598.183472,144.431076,47.522720,-457.513306,505.204376,779.666504,-465.023102,485.992218,509.432068,-411.739288,519.597351,358.818420,-393.306396,520.838928,99.455437,-334.422302,482.099701,52.901329,-579.052979,505.490784,48.280109,,,,,,,,,,,,
71,0,-471.467987,259.710754,482.017426,-467.057648,383.830811,474.125580,-436.379089,195.968857,100.346321,-412.249298,441.434601,102.830574,-556.368591,191.047089,1017.015076,-547.536255,433.736359,1013.700623,-376.831604,253.702515,1072.805054,-368.429688,349.642517,1075.439331,-487.914185,141.987869,703.914368,-479.720093,155.416168,515.792175,-441.314789,120.794693,325.062469,-414.434753,116.854904,102.052925,-355.597717,148.355438,51.465134,-598.164490,144.429153,47.515518,-457.511444,505.192169,779.662659,-465.052734,486.042664,509.443237,-411.740936,519.592651,358.822662,-393.310455,520.832703,99.454391,-334.419617,482.086639,52.910858,-579.053040,505.488464,48.284477,,,,,,,,,,,,
72,0,-471.435760,259.690369,482.012421,-466.998566,383.793488,474.128662,-436.378418,195.958908,100.351631,-412.225708,441.447906,102.847656,-556.354248,191.041962,1017.016174,-547.524902,433.748230,1013.701111,-376.831665,253.670395,1072.816895,-368.427551,349.619629,1075.444458,-487.909424,141.977722,703.924805,-479.718994,155.371033,515.813599,-441.300659,120.793533,325.059509,-414.422974,116.854988,102.042671,-355.622162,148.351242,51.460274,-598.166260,144.419662,47.508968,-457.481293,505.197052,779.671936,-465.022888,485.970856,509.414429,-411.725861,519.585693,358.810913,-393.321411,520.842529,99.470345,-334.433167,482.101593,52.906788,-579.044250,505.486664,48.279655,,,,,,,,,,,,
73,0,-471.437897,259.689575,482.034088,-467.026367,383.811859,474.116272,-436.367493,195.952805,100.347412,-412.227478,441.454102,102.837570,-556.360596,191.044907,1017.010193,-547.520142,433.743195,1013.704285,-376.845245,253.645844,1072.808594,-368.399841,349.573395,1075.446777,-487.897583,141.972122,703.906799,-479.678558,155.322937,515.808716,-441.311340,120.789452,325.053986,-414.443298,116.856483,102.034172,-355.629517,148.354721,51.459740,-598.168823,144.425522,47.522003,-457.478302,505.153229,779.674316,-465.035675,485.996155,509.418976,-411.703125,519.583130,358.814453,-393.327942,520.819702,99.459053,-334.446869,482.101379,52.904408,-579.051147,505.497925,48.273827,,,,,,,,,,,,
74,0,-471.393921,259.667480,482.044067,-467.004761,383.802643,474.116180,-436.381653,195.962662,100.354858,-412.205750,441.455200,102.841934,-556.378540,191.040344,1017.009521,-547.496460,433.729279,1013.710022,-376.858856,253.622559,1072.817993,-368.407715,349.550659,1075.447021,-487.901276,141.948608,703.913696,-479.692566,155.344147,515.793945,-441.292572,120.764931,325.061737,-414.416626,116.863846,102.036812,-355.648224,148.361099,51.450279,-598.169312,144.416321,47.523247,-457.444763,505.136078,779.688110,-465.000610,485.938965,509.418182,-411.716400,519.587585,358.835327,-393.318298,520.828735,99.461082,-334.434570,482.096497,52.907677,-579.056580,505.466644,48.274685,,,,,,,,,,,,
75,0,-471.391357,259.677185,482.037506,-466.980591,383.533630,473.936676,-436.386566,195.950272,100.352379,-412.212799,441.444214,102.857712,-556.373657,191.042191,1017.006287,-547.482727,433.726868,1013.699158,-376.842255,253.579132,1072.832764,-368.392334,349.530609,1075.465820,-487.898926,141.949127,703.912048,-479.683502,155.354645,515.775940,-441.285278,120.780243,325.045105,-414.419220,116.859779,102.043663,-355.604340,148.354919,51.460186,-598.167358,144.417572,47.529610,-457.395111,505.108246,779.684753,-464.987061,485.941681,509.404297,-411.716553,519.587524,358.813751,-393.316010,520.836853,99.454712,-334.434784,482.110657,52.906288,-579.054321,505.476898,48.274162,,,,,,,,,,,,
76,0,-471.384949,259.698883,482.037323,-466.990387,383.814087,474.112610,-436.383057,195.960144,100.341621,-412.231812,441.450562,102.842926,-556.387573,191.030731,1016.995911,-547.476257,433.722076,1013.695862,-376.852264,253.563553,1072.844482,-368.395691,349.510529,1075.462402,-487.908051,141.945084,703.909119,-479.686096,155.351639,515.763000,-441.280426,120.770889,325.054413,-414.431549,116.868347,102.028687,-355.612152,148.353638,51.470581,-598.164368,144.423782,47.518112,-457.398193,505.104126,779.679260,-464.967285,485.989624,509.432495,-411.675537,519.566467,358.826172,-393.324066,520.825256,99.463539,-334.425995,482.093048,52.908272,-579.060242,505.490479,48.263832,,,,,,,,,,,,
77,0,-471.358795,259.681427,482.045959,-466.945526,383.528473,473.908630,-436.372528,195.960464,100.331146,-412.239227,441.468567,102.839165,-556.380127,191.013840,1016.998657,-547.454590,433.704529,1013.696411,-376.821869,253.535446,1072.860229,-368.386566,349.497223,1075.474487,-487.890991,141.932114,703.914856,-479.687836,155.365051,515.792175,-441.253845,120.762543,325.061554,-414.415222,116.860725,102.045532,-355.616333,148.349121,51.462307,-598.180481,144.432846,47.521439,-457.365417,505.079681,779.682800,-464.973633,486.011475,509.441254,-411.680939,519.563843,358.820557,-393.309570,520.836792,99.457489,-334.442413,482.092346,52.902409,-579.040894,505.492279,48.280605,,,,,,,,,,,,
78,0,-471.366150,259.671234,482.061340,-466.928436,383.487183,473.906586,-436.386017,195.942032,100.344254,-412.231232,441.416595,102.840508,-556.390015,190.999023,1016.999939,-547.454468,433.692505,1013.693542,-376.822388,253.523499,1072.853149,-368.371155,349.482391,1075.471436,-487.903046,141.914047,703.916321,-479.702423,155.350052,515.764221,-441.268311,120.764496,325.047333,-414.400665,116.850655,102.054138,-355.621002,148.343857,51.464630,-598.183350,144.440811,47.530106,-457.356781,505.067719,779.681274,-464.926239,485.935150,509.453644,-411.663971,519.542175,358.815735,-393.298676,520.835083,99.467201,-334.436920,482.093689,52.920204,-579.043091,505.489410,48.281540,,,,,,,,,,,,
79,0,-471.376892,259.684509,482.046783,-466.891876,383.467651,473.939880,-436.376190,195.960861,100.358177,-412.220154,441.433289,102.832138,-556.376587,190.989548,1017.011169,-547.407104,433.654144,1013.703613,-376.809082,253.533936,1072.859375,-368.342590,349.470154,1075.483887,-487.908081,141.919540,703.917236,-479.700531,155.337753,515.772827,-441.297577,120.770096,325.049896,-414.405884,116.852440,102.054306,-355.610046,148.347595,51.476288,-598.159607,144.435120,47.536766,-457.348083,505.035095,779.677185,-464.951447,485.952393,509.440186,-411.651093,519.531799,358.829315,-393.312714,520.826294,99.456871,-334.431274,482.107605,52.923077,-579.045044,505.489410,48.284065,,,,,,,,,,,,
80,0,-471.381989,259.669373,482.049530,-466.943237,383.472687,473.903473,-436.373291,195.954117,100.340919,-412.209137,441.435455,102.820526,-556.348450,190.973328,1017.001770,-547.382568,433.642578,1013.703369,-376.800262,253.509308,1072.838501,-368.327148,349.456818,1075.472168,-487.898590,141.915649,703.911133,-479.722321,155.344788,515.766846,-441.282349,120.748901,325.061676,-414.429291,116.856781,102.042564,-355.620331,148.356567,51.459831,-598.164307,144.431747,47.515007,-457.342072,505.007751,779.675842,-464.926910,485.886780,509.436493,-411.648865,519.540833,358.827515,-393.298553,520.813416,99.457054,-334.433136,482.097198,52.910683,-579.046997,505.483643,48.279675,,,,,,,,,,,,
81,0,-471.397400,259.652832,482.067932,-466.967682,383.743622,474.129181,-436.385315,195.941376,100.344765,-412.223785,441.428925,102.845619,-556.329163,190.967758,1017.018311,-547.370911,433.643555,1013.690247,-376.782166,253.506119,1072.858154,-368.311920,349.459045,1075.468872,-487.913879,141.900803,703.936401,-479.723999,155.352005,515.798279,-441.283722,120.725128,325.070648,-414.414337,116.851196,102.057503,-355.610504,148.333344,51.474083,-598.177368,144.448975,47.515392,-457.347565,505.005768,779.671692,-464.917053,485.880096,509.445190,-411.665253,519.530884,358.827545,-393.310333,520.811096,99.452209,-334.447327,482.098328,52.907345,-579.050720,505.488281,48.278252,,,,,,,,,,,,
82,0,-471.405670,259.648010,482.070709,-466.962891,383.462494,473.925385,-436.377014,195.946136,100.351105,-412.206848,441.424042,102.841476,-556.292480,190.947250,1017.020203,-547.370667,433.635773,1013.706543,-376.763794,253.496170,1072.842285,-368.282532,349.431976,1075.463013,-487.888641,141.887711,703.925415,-479.733643,155.317535,515.768921,-441.295715,120.734940,325.060028,-414.424530,116.837708,102.047813,-355.611359,148.346375,51.472755,-598.166504,144.420898,47.525093,-457.315979,505.013641,779.675659,-464.943939,485.849060,509.444580,-411.681091,519.518372,358.831177,-393.316864,520.820801,99.464600,-334.433716,482.090912,52.917450,-579.054688,505.485107,48.282436,,,,,,,,,,,,
83,0,-471.415863,259.610382,482.065247,-467.009796,383.753448,474.149109,-436.379456,195.949738,100.344780,-412.208435,441.442810,102.857834,-556.303711,190.951950,1017.025452,-547.333130,433.622681,1013.712036,-376.735168,253.481949,1072.830322,-368.265015,349.415375,1075.459351,-487.883392,141.872604,703.931763,-479.721893,155.348618,515.781311,-441.282043,120.735909,325.065186,-414.424500,116.851616,102.049522,-355.624023,148.354080,51.461761,-598.165894,144.428757,47.516426,-457.309814,505.022034,779.682617,-464.942780,485.858704,509.434937,-411.697693,519.531921,358.835968,-393.311493,520.812622,99.458969,-334.424469,482.107971,52.906208,-579.048950,505.483459,48.276875,,,,,,,,,,,,
84,0,-471.418335,259.606842,482.043274,-466.938446,383.465179,473.951355,-436.380066,195.951050,100.339653,-412.230530,441.454071,102.811096,-556.248535,190.933533,1016.998535,-547.318176,433.591919,1013.709290,-376.731079,253.465302,1072.813354,-368.243713,349.405365,1075.449829,-487.850830,141.853653,703.916077,-479.719238,155.303253,515.775879,-441.276001,120.737885,325.041901,-414.425781,116.854103,102.031059,-355.624695,148.333588,51.465927,-598.171753,144.425186,47.520645,-457.287537,505.029327,779.678223,-464.954437,485.921082,509.454376,-411.723145,519.529419,358.825348,-393.322632,520.835754,99.461205,-334.438202,482.089722,52.902618,-579.051270,505.479279,48.270039,,,,,,,,,,,,
85,0,-471.393860,259.596375,482.045105,-466.924683,383.453339,473.950928,-436.374084,195.935623,100.347382,-412.247070,441.430725,102.826241,-556.234009,190.925522,1017.007935,-547.300842,433.588043,1013.714539,-376.711182,253.457703,1072.808594,-368.230865,349.387207,1075.444702,-487.838470,141.838165,703.919189,-479.722382,155.308685,515.770935,-441.271942,120.739960,325.059845,-414.431213,116.854080,102.032852,-355.621429,148.350388,51.469963,-598.166077,144.415024,47.517391,-457.285583,505.016754,779.672852,-464.876648,485.825104,509.454315,-411.690765,519.520935,358.830444,-393.316742,520.821838,99.454094,-334.444153,482.089294,52.916916,-579.037598,505.473145,48.278526,,,,,,,,,,,,
86,0,-471.399719,259.611542,482.049377,-466.917938,383.458618,473.930481,-436.390930,195.953583,100.351425,-412.217194,441.429260,102.831116,-556.212097,190.904861,1016.997437,-547.303223,433.558044,1013.733398,-376.694092,253.452652,1072.793213,-368.210510,349.384674,1075.436035,-487.818024,141.827713,703.903137,-479.731354,155.370911,515.731323,-441.281281,120.733849,325.044739,-414.427917,116.843163,102.020157,-355.619202,148.339447,51.462067,-598.175293,144.428589,47.504780,-457.256470,504.996704,779.691772,-464.910797,485.895203,509.461639,-411.657349,519.518738,358.837616,-393.319000,520.815430,99.468788,-334.428864,482.094788,52.900021,-579.049377,505.482086,48.288734,,,,,,,,,,,,
87,0,-471.355560,259.610840,482.065674,-466.897369,383.448700,473.944611,-436.378174,195.934052,100.342567,-412.225922,441.428497,102.839195,-556.203003,190.918457,1016.999512,-547.264709,433.557831,1013.719299,-376.680847,253.448990,1072.800293,-368.202637,349.377808,1075.434570,-487.795563,141.840042,703.904846,-479.697479,155.355118,515.740356,-441.256042,120.756859,325.044189,-414.425537,116.844971,102.029701,-355.601868,148.352707,51.463848,-598.170532,144.415237,47.535652,-457.256073,504.989929,779.679688,-464.878357,485.851105,509.469147,-411.653259,519.518372,358.820892,-393.322235,520.815857,99.465164,-334.425812,482.094635,52.905636,-579.052368,505.483276,48.283894,,,,,,,,,,,,
88,0,-471.356659,259.599976,482.053101,-466.889587,383.451477,473.915497,-436.372986,195.939835,100.348869,-412.231293,441.422089,102.831177,-556.179260,190.889862,1016.986633,-547.259888,433.529236,1013.717651,-376.657684,253.442322,1072.804932,-368.187042,349.379730,1075.438110,-487.761169,141.839691,703.903015,-479.683075,155.333466,515.742981,-441.232391,120.734215,325.042603,-414.416290,116.857086,102.027649,-355.619049,148.341370,51.460663,-598.174805,144.417694,47.511360,-457.233612,504.978363,779.673889,-464.842590,485.821381,509.458893,-411.610291,519.507019,358.834869,-393.323700,520.823853,99.465622,-334.443176,482.085114,52.915352,-579.047058,505.486237,48.282036,,,,,,,,,,,,
89,0,-471.334595,259.588043,482.065643,-466.836395,383.438599,473.971527,-436.379272,195.943512,100.341896,-412.206909,441.430206,102.837585,-556.173157,190.898270,1016.983276,-547.243530,433.535767,1013.717651,-376.628357,253.433136,1072.817993,-368.177795,349.375732,1075.454224,-487.737549,141.827606,703.904053,-479.654114,155.292877,515.769226,-441.224670,120.735138,325.044067,-414.429962,116.846558,102.029907,-355.611389,148.340729,51.470520,-598.178406,144.423141,47.527191,-457.223175,504.950989,779.697815,-464.794952,485.763611,509.469971,-411.605499,519.508667,358.836456,-393.322906,520.816345,99.473793,-334.433746,482.103577,52.917492,-579.048523,505.477539,48.283615,,,,,,,,,,,,
90,0,-471.286407,259.560455,482.060028,-466.821411,383.424469,473.974884,-436.375092,195.935516,100.345917,-412.208496,441.428925,102.836113,-556.180054,190.881042,1016.999023,-547.241272,433.505157,1013.727051,-376.645447,253.427750,1072.832031,-368.175385,349.371002,1075.460693,-487.723663,141.829880,703.914612,-479.634308,155.322357,515.762817,-441.207336,120.715897,325.059174,-414.441711,116.849655,102.015533,-355.604309,148.353806,51.459396,-598.166504,144.431580,47.537388,-457.198669,504.954163,779.696472,-464.786011,485.794159,509.464966,-411.600525,519.503113,358.852264,-393.323608,520.809265,99.469139,-334.434296,482.088043,52.909237,-579.048096,505.480774,48.283058,,,,,,,,,,,,
91,0,-471.273315,259.574310,482.068207,-466.777344,383.421234,473.956421,-436.370911,195.942139,100.357414,-412.214447,441.426208,102.834831,-556.164795,190.862503,1017.001404,-547.219849,433.510529,1013.714417,-376.631500,253.431259,1072.846436,-368.174866,349.362762,1075.480347,-487.701508,141.820419,703.922607,-479.601746,155.312485,515.769104,-441.208832,120.718307,325.058685,-414.417480,116.832603,102.028908,-355.635315,148.354431,51.452557,-598.155518,144.420410,47.538433,-457.180420,504.950226,779.686401,-464.754425,485.756744,509.472778,-411.590881,519.502930,358.842194,-393.323273,520.818176,99.468857,-334.424530,482.110596,52.919724,-579.051758,505.482910,48.276794,,,,,,,,,,,,
92,0,-471.226349,259.557007,482.056915,-466.758118,383.416534,473.948853,-436.360016,195.933167,100.340706,-412.235291,441.433929,102.833572,-556.160095,190.879410,1016.992065,-547.222351,433.518372,1013.709778,-376.633789,253.413284,1072.851196,-368.179688,349.343292,1075.502563,-487.676514,141.801056,703.939941,-479.582642,155.331406,515.766113,-441.183014,120.705574,325.061768,-414.420410,116.840652,102.025726,-355.613556,148.340210,51.467884,-598.178955,144.442993,47.526325,-457.145660,504.960480,779.689331,-464.762390,485.846802,509.477661,-411.589081,519.505127,358.844543,-393.319794,520.814453,99.450027,-334.419067,482.098328,52.915363,-579.050659,505.497528,48.281219,,,,,,,,,,,,
93,0,-471.202057,259.566315,482.088074,-466.750732,383.405701,473.963257,-436.372406,195.925262,100.348686,-412.225403,441.441742,102.831741,-556.163879,190.871475,1016.997681,-547.214661,433.517120,1013.715271,-376.646790,253.409653,1072.877441,-368.163055,349.338104,1075.515259,-487.648071,141.790268,703.930359,-479.551819,155.314438,515.772583,-441.164246,120.686050,325.069489,-414.410034,116.817993,102.030823,-355.609344,148.361374,51.447830,-598.176453,144.437088,47.519402,-457.113739,504.962799,779.699951,-464.702118,485.759521,509.476074,-411.569794,519.495483,358.845123,-393.313171,520.825745,99.455620,-334.431091,482.100800,52.905800,-579.046387,505.481018,48.288200,,,,,,,,,,,,
94,0,-471.198517,259.567505,482.088654,-466.785309,383.436951,473.892578,-436.356659,195.934891,100.364281,-412.229706,441.458405,102.822655,-556.168274,190.870193,1017.003418,-547.201904,433.533264,1013.714050,-376.629639,253.373825,1072.903320,-368.162659,349.328949,1075.523071,-487.634033,141.801224,703.937073,-479.581726,155.309326,515.766663,-441.155579,120.687691,325.063721,-414.409912,116.827339,102.032372,-355.592773,148.351456,51.466957,-598.168518,144.435791,47.539528,-457.091339,504.956116,779.715088,-464.679810,485.722778,509.463013,-411.541931,519.499695,358.843201,-393.301788,520.815430,99.459480,-334.428497,482.092407,52.901093,-579.038513,505.496918,48.289402,,,,,,,,,,,,
95,0,-471.184021,259.565033,482.068878,-466.730927,383.427368,473.946289,-436.347626,195.934814,100.360947,-412.221649,441.449646,102.825958,-556.165833,190.879166,1016.987305,-547.163879,433.518799,1013.711670,-376.629791,253.357315,1072.898071,-368.146088,349.301453,1075.539185,-487.656860,141.788101,703.936279,-479.546783,155.305038,515.763855,-441.159119,120.673630,325.063660,-414.402588,116.828369,102.031868,-355.616547,148.348724,51.457531,-598.168518,144.424484,47.527702,-457.046051,504.952728,779.710754,-464.660187,485.744720,509.480530,-411.516052,519.492737,358.842102,-393.299438,520.826172,99.456253,-334.416870,482.091217,52.909649,-579.038574,505.488220,48.282093,,,,,,,,,,,,
96,0,-471.184174,259.565918,482.058594,-466.801849,383.709595,474.112885,-436.363708,195.926392,100.359734,-412.217529,441.434265,102.844032,-556.160400,190.894577,1017.004822,-547.119446,433.525604,1013.720154,-376.617828,253.339462,1072.897949,-368.128876,349.295563,1075.534424,-487.682587,141.783356,703.932800,-479.569031,155.300491,515.752502,-441.159546,120.677544,325.065155,-414.406372,116.811203,102.026451,-355.600952,148.333786,51.475533,-598.169128,144.438934,47.533504,-457.017975,504.937164,779.710693,-464.651886,485.741852,509.461761,-411.511108,519.481812,358.843231,-393.314056,520.808228,99.464127,-334.424744,482.097778,52.901337,-579.046875,505.478333,48.283817,,,,,,,,,,,,
97,0,-471.191620,259.552612,482.067596,-466.764740,383.438171,473.879456,-436.365875,195.939621,100.341156,-412.208679,441.437561,102.824203,-556.144470,190.888412,1016.996765,-547.074829,433.517120,1013.727905,-376.589447,253.319626,1072.882812,-368.100983,349.266296,1075.526123,-487.680847,141.784012,703.907715,-479.606720,155.324158,515.726685,-441.184723,120.661789,325.049683,-414.410767,116.812431,102.029648,-355.619720,148.343719,51.453022,-598.164124,144.420776,47.523403,-456.996277,504.910156,779.711731,-464.642578,485.739166,509.484039,-411.502441,519.489807,358.839905,-393.302002,520.809631,99.455696,-334.425018,482.103241,52.902367,-579.055664,505.472229,48.295418,,,,,,,,,,,,
98,0,-471.224060,259.572357,482.078644,-466.736633,383.409729,473.938568,-436.362274,195.925415,100.365501,-412.236237,441.461670,102.826591,-556.140869,190.884521,1017.018799,-547.071106,433.518585,1013.737671,-376.553101,253.300522,1072.876221,-368.065674,349.242035,1075.509277,-487.708069,141.780975,703.918457,-479.624786,155.338058,515.727783,-441.194702,120.641693,325.057831,-414.420319,116.836807,102.020950,-355.599274,148.338104,51.474239,-598.164673,144.414383,47.546822,-456.990723,504.914948,779.707825,-464.674072,485.747620,509.478973,-411.514648,519.492981,358.849152,-393.313019,520.804688,99.453964,-334.426758,482.093109,52.915424,-579.040771,505.490112,48.277630,,,,,,,,,,,,
99,0,-471.258057,259.583252,482.079559,-466.742615,383.412109,473.933990,-436.361542,195.929840,100.361320,-412.216278,441.447021,102.820335,-556.126282,190.887817,1017.013794,-547.041992,433.525848,1013.740051,-376.558746,253.295456,1072.862793,-368.033661,349.218323,1075.479858,-487.747223,141.793655,703.904846,-480.579224,157.744263,514.344360,-441.226440,120.670067,325.035034,-414.434448,116.827797,102.016693,-355.618134,148.339203,51.453781,-598.158997,144.415466,47.524738,-456.963165,504.919647,779.702576,-464.654816,485.668976,509.471252,-411.535156,519.494812,358.846313,-393.312866,520.813599,99.466667,-334.432190,482.086090,52.910782,-579.062683,505.486359,48.293690,,,,,,,,,,,,
100,0,-471.270233,259.551910,482.065277,-466.801147,383.478485,473.911835,-436.370911,195.925262,100.354446,-412.242126,441.451538,102.824600,-556.115845,190.899841,1017.033813,-547.034241,433.564178,1013.749268,-376.530457,253.294342,1072.838867,-368.021240,349.238892,1075.465698,-487.740906,141.789444,703.915894,-479.771973,155.620148,515.617737,-441.225098,120.675446,325.038757,-414.418915,116.830360,102.043137,-355.615997,148.345947,51.469875,-598.186523,144.432419,47.534904,-456.971771,504.928162,779.692383,-464.702789,485.764282,509.457764,-411.534790,519.498230,358.835938,-393.315094,520.816101,99.449028,-334.441071,482.107147,52.903942,-579.058105,505.485901,48.287086,,,,,,,,,,,,

